OBJECTID,INSPECTOR,INSPECTIONDATE,RESTAREAID,RESTAREANAME,ROADNAME,CARRIAGEWAY,DECLAREDROADNAME,LOCALROADNAME,ROADNUMBER,DIRECTION,RMACLASS,SRNS,NEARESTINTERSECTION,DISTANCEFROMINT,DIRECTIONFROMINT,TDI,LOCALITY,MUNICIPALITY,VICROADSREGION,VCSDMAPREF,LATITUDE,LONGITUDE,RESTAREATYPE,RESTAREACATEGORY,SUITABLEASTIRA,SITELOCATION,ROADSPEEDLIMIT,BUFFERZONE,BUFFERWIDTH,SURFACETYPE,SURFACECONDITION,DELINEATEDPARKING,TOILETS,DISABLEDTOILETS,TOILETSEWERAGE,PICNICTABLES,BBQ,RUBBISHBINS,WATER,SHADESHELTERPICNIC,SHADESHELTERPARKING,SHADEEXTENT,SHADEDURATION,LIGHTING,TOURISTINFO,COMMERCIALACTIVITY,DRIVERREVIVER,CAMPING,FACILITIESCOMMENTS,NUMBERCARSPACES,NUMBERCARAVANSPACES,NUMBERTRUCKSPACES,NUMBERBDOUBLESPACES,NUMBERHPFVSPACES,TOTALPARKINGAREA,PARKINGCOMMENTS,CARAVANACCESS,TRUCKACCESS,BDOUBLEACCESS,HPFVACCESS,ODVEHICLEACCESS,APPROACHLINEOFSIGHT,EGRESSLINEOFSIGHT,OPPOSITEACCESS,OPPOSITEEGRESS,SIGNAGEMARKINGS,RESTAREASPEEDLIMIT,PEDESTRIANCONFLICT,ACCESSCOMMENTS,SITEAMENITY,FEATURESOFINTEREST,AMENITYCOMMENTS,GENERALCOMMENTS,UNIQUEID,CREATED_DATE,LAST_EDITED_DATE,GLOBALID
362928,,1.437E+12,2000166,Little Peninsula Tunnel Carpark,WARBURTON-WOODS POINT ROAD,NORTHBOUND,WARBURTON-WOODS POINT ROAD,WOODS POINT ROAD,5957,F,AO,C511,STARVATION CREEK ROAD,1229,EAST,12117.196,MCMAHONS CREEK,YARRA RANGES,METRO SOUTH EAST,8.00E+06,-37.712692,145.808014,CARS ONLY,NON VICROADS,NOT ASSESSED,BEND FLAT,80,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,10,0,0,,,120,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,PLEASANT,River,No Comments,Tunnel viewpoint,373,1.46295E+12,1.4847E+12,873a1fa6-4b13-4929-8d73-732deb09cda2
362929,,1.437E+12,2000167,,WARBURTON-WOODS POINT ROAD,NORTHBOUND,WARBURTON-WOODS POINT ROAD,WOODS POINT ROAD,5957,F,AO,C511,MCDONALD TRACK,698,EAST,9808.874,EAST WARBURTON,YARRA RANGES,METRO SOUTH EAST,8.00E+06,-37.721961,145.786653,CARS AND TRUCKS,NON VICROADS,NOT ASSESSED,BEND FLAT,80,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,POOR,NONE,NO,NO,No Comments,4,0,0,,,48,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,374,1.46295E+12,1.4847E+12,015cd5ac-b6ce-4adf-8d3e-6f7dbe47e95c
362930,,1.43398E+12,3000001,Bairnsdale West Westbound,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,MERRY STREET,341,WEST,275470.863,BAIRNSDALE,EAST GIPPSLAND,EASTERN,84B7,-37.84654,147.57086,CARS AND TRUCKS,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,NONE,20m,SPRAYED SEAL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,NOT ASSESSED,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,4,2,2,,,300,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,UNSAFE,ADEQUATE,UNSAFE,SAFE,NONE,NO SIGNS,MINIMAL,Overhanging Trees Screen Approach,UNINVITING,None,No Comments,Minimal Usage At Site,375,1.46295E+12,1.4847E+12,261e4e55-5946-429d-9bb0-8e1879a7d4cf
362931,,1.43398E+12,3000002,Bairnsdale West Eastbound,PRINCES HIGHWAY EAST,EASTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,MERRY STREET,352,EAST,276164.315,BAIRNSDALE,EAST GIPPSLAND,EASTERN,84B7,-37.84417,147.57819,CARS AND TRUCKS,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,NONE,20m,SPRAYED SEAL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,NOT ASSESSED,NO SHADE,SOME SHADE,MORNING,NONE,GOOD,NONE,NO,NO,No Comments,4,2,2,,,300,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,376,1.46295E+12,1.4847E+12,f016cd08-0add-4240-b512-fb8836390f29
362932,,1.43398E+12,3000003,Nicholson River,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,NICHOLSON-SARSFIELD ROAD,254,NORTHEAST,291792.262,NICHOLSON,EAST GIPPSLAND,EASTERN,84D7,-37.81733,147.74001,PICNIC AREA,MINOR,NOT ASSESSED,BEND FLAT,60,NONE,50m,SPRAYED SEAL,GOOD,GOOD,GOOD,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,SOME SHADE,ALL DAY,GOOD,GOOD,NONE,NO,NO,Facilities Maintained By Local Shire,10,5,0,,,4600,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,UNSAFE,SAFE,UNSAFE,GOOD,NO SIGNS,NO SIGNS,Egress Sight Distance Is Limited By Bridge Abutments,SCENIC,River,Clean and Tidy,Popular Boat Launching Spot,377,1.46295E+12,1.4847E+12,0063e802-f412-4225-b91b-e2b1c298747a
362933,,1.43398E+12,3000005,Tambo River,METUNG ROAD,WESTBOUND,METUNG ROAD,METUNG ROAD,4004,F,AO,C606,PRINCES HIGHWAY,94,SOUTH,93.843,SWAN REACH,EAST GIPPSLAND,EASTERN,84F7,-37.82279,147.86336,CARS ONLY,NOT ASSESSED,NOT ASSESSED,BEND FLAT,60,NONE,20m,SPRAYED SEAL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,SOME SHADE,AFTERNOON,NONE,NONE,NONE,NO,NO,Facilities Maintained By Local Shire,10,0,0,,,1600,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,SCENIC,River,No Comments,Fishing Spot,379,1.46295E+12,1.4847E+12,24abecd6-d1e6-4e36-bf3d-5bb5d64f2b5c
362934,,1.43441E+12,3000006,Kalimna Jemmys Point,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,HOTEL ROAD,15,NORTHWEST,315266.957,KALIMNA,EAST GIPPSLAND,EASTERN,686B5,-37.87938,147.96152,SCENIC LOOKOUT,MINOR,NOT ASSESSED,BEND HILL,60,NONE,NOT ASSESSED,SPRAYED SEAL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NO SHADE,POOR,GOOD,NONE,NO,NO,No Comments,10,0,0,,,800,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,UNSAFE,ADEQUATE,SAFE,UNSAFE,NONE,NO SIGNS,NO SIGNS,Egress Sight Distance Is Limited,SCENIC,Scenic Lookout,No Comments,Tourist Icon,380,1.46295E+12,1.4847E+12,d32d052c-9201-4d8a-90b4-ff029917b32f
362935,,1.43441E+12,3000007,Lake Tyers Forest Park,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,BURNT BRIDGE ROAD,132,NORTH,328277.298,TOORLOO ARM,EAST GIPPSLAND,EASTERN,85B7,-37.81548,148.03053,CARS ONLY,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,VEGETATION,100m,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,6,2,0,,,400,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,Needs Bin,Cultural Heritage Information,381,1.46295E+12,1.4847E+12,1d9a1f53-35c1-41a7-a645-943487b4fc5a
362936,,1.43398E+12,3000008,Nowa Nowa Store,PRINCES HIGHWAY EAST,EASTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,HALL ROAD,31,SOUTHWEST,340273.409,NOWA NOWA,EAST GIPPSLAND,EASTERN,85C5,-37.73197,148.09174,CARS AND TRUCKS,NON VICROADS,NOT ASSESSED,STRAIGHT FLAT,60,NONE,NOT ASSESSED,SPRAYED SEAL,GOOD,NONE,GOOD,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,TREES,SOME SHADE,AFTERNOON,NONE,GOOD,NONE,NO,NO,Site Is Adjacent To General Store And Bus Stop,4,2,0,,,600,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,Clean and Tidy,No Comments,382,1.46295E+12,1.4847E+12,0af3f226-1f01-487b-adff-8c6297cd494a
362937,,1.43407E+12,3000009,Johnsonville Boat Ramp,PRINCES HIGHWAY EAST,WESTBOUND,,PUNT ROAD,9999,F,MU,N,CLUES ROAD,31,SOUTH,998157.465,JOHNSONVILLE,EAST GIPPSLAND,EASTERN,84F7,-37.82772,147.82953,CARS ONLY,MINOR,NOT ASSESSED,NOT ASSESSED,60,NONE,NOT ASSESSED,SPRAYED SEAL,GOOD,GOOD,GOOD,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,SOME SHADE,ALL DAY,POOR,GOOD,NONE,NO,NO,Boat Ramp and Trailer Parking and Fish Cleaning,9,0,0,,,1200,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,Access 750M Off Highway,SCENIC,None,Clean and Tidy,No Comments,383,1.46295E+12,1.4847E+12,759b07a8-b360-4831-8458-6b4f14c861fa
362938,,1.43433E+12,3000010,Nowa Nowa Boat Ramp,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,RAMSDELL COURT,7,SOUTHWEST,339987.002,NOWA NOWA,EAST GIPPSLAND,EASTERN,85C5,-37.73519,148.09081,PICNIC AREA,NON VICROADS,NOT ASSESSED,STRAIGHT FLAT,60,BUILDINGS,100m,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,TREES,SOME SHADE,MORNING,POOR,POOR,NONE,NO,NO,Boat Ramp and Trailer Parking and Fish Cleaning,20,10,0,,,1600,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,SCENIC,River,No Comments,No Comments,384,1.46295E+12,1.4847E+12,69436de8-acf9-4ba9-a53b-1f8919d9b7d4
362939,,1.43433E+12,3000011,Hospital Creek,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,JONSONS ROAD,888,SOUTHEAST,349760.831,TOSTAREE,EAST GIPPSLAND,EASTERN,8.50E+07,-37.75195,148.18933,CARS ONLY,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,10,5,0,,,400,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,EXCELLENT,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,Old,No Comments,385,1.46295E+12,1.4847E+12,8e5d4c3e-0620-4b24-ae42-f001333bbb94
362940,,1.43433E+12,3000012,,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,JOINERS ROAD,1002,EAST,368451.304,NEWMERELLA,EAST GIPPSLAND,EASTERN,85H5,-37.74551,148.39333,TRUCK PARKING BAY,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Facilities At Site,0,0,2,,,300,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,GOOD,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,Adjacent Compressor Station Under Construction,386,1.46295E+12,1.4847E+12,2b5278b6-742d-4dd0-a24b-2b950b358fdf
362941,,1.43433E+12,3000013,Newmerella,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,JOINERS ROAD,294,NORTHEAST,371177.077,NEWMERELLA,EAST GIPPSLAND,EASTERN,85H5,-37.74019,148.42171,CARS ONLY,MINOR,NOT ASSESSED,STRAIGHT FLAT,80,VEGETATION,20m,SPRAYED SEAL,GOOD,NONE,EXCELLENT,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,POOR,NONE,NONE,YES,NO,Ses Driver Reviver Location,20,10,0,,,800,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,New Toilets and Old Bbq,Popular Resting Spot For Travellers,387,1.46295E+12,1.4847E+12,dee9e7ea-79a4-401b-9ca9-93907e056c10
362942,,1.43433E+12,3000014,Murrungowar,PRINCES HIGHWAY EAST,EASTBOUND,LICOLA ROAD,LICOLA ROAD,5954,F,AO,C486,CHESTERFIELD ROAD,303,SOUTHEAST,15579.138,GLENMAGGIE,WELLINGTON,EASTERN,82D7,-37.87278,146.70917,CARS ONLY,MINOR,NOT ASSESSED,BEND FLAT,100,VEGETATION,20m,GRAVEL,GOOD,NONE,POOR,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,GOOD,NONE,NO,YES,No Comments,50,20,5,,,7000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,Clean and Tidy,Vicroads  Eng Feat Survey Performed At This Site and 2013,388,1.46295E+12,1.4847E+12,ac7c2ee1-6b06-4242-b198-ead110acc370
362943,,1.43433E+12,3000015,,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,PALM TRACK,2298,EAST,398278.427,CABBAGE TREE CREEK,EAST GIPPSLAND,EASTERN,86C5,-37.71185,148.6713,TRUCK PARKING BAY,TRUCK INFORMAL REST AREA,NOT ASSESSED,STRAIGHT HILL,100,VEGETATION,20m,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Facilities At Site,10,5,0,,,200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,389,1.46295E+12,1.4847E+12,3f1b138d-0656-42d1-b869-3d740a63c95a
362944,,1.43433E+12,3000016,Bellbird Hotel,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,FIAT TRACK,81,SOUTHWEST,414149.916,BELLBIRD CREEK,EAST GIPPSLAND,EASTERN,86F4,-37.65218,148.81773,PICNIC AREA,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,VEGETATION,20m,SPRAYED SEAL,POOR,GOOD,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,SOME SHADE,MORNING,GOOD,NONE,NONE,NO,NO,No Comments,10,5,0,,,150,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,Site Is Behind Hotel,PLEASANT,None,No Comments,Overnight Camping Available At Hotel,390,1.46295E+12,1.4847E+12,6e55d9c4-f88c-4f7c-b043-43951b00e81f
362945,,1.43433E+12,3000017,McKenzie River,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,MCKENZIE RIVER ROAD,363,SOUTH,421408.732,CLUB TERRACE,EAST GIPPSLAND,EASTERN,86G4,-37.62712,148.88885,CARS AND TRUCKS,MINOR,NOT ASSESSED,BEND HILL,100,NONE,NOT ASSESSED,ASPHALT,EXCELLENT,EXCELLENT,NONE,NONE,Not Assessed,EXCELLENT,EXCELLENT,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,GOOD,POOR,NONE,NO,NO,Recently Established and Good Condition,5,3,4,,,600,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,Very Clean,Newly Constructed Site and Provides Access To Site 3000029,391,1.46295E+12,1.4847E+12,579e4a18-69c2-41af-96e5-0318ce11e72a
362946,,1.43433E+12,3000018,Lind National Park,PRINCES HIGHWAY EAST,EASTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,COMBIENBAR ROAD,1544,NORTHEAST,431515.394,CLUB TERRACE,EAST GIPPSLAND,EASTERN,86H3,-37.58933,148.95744,CARS AND TRUCKS,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,10,5,2,,,700,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,Very Basic,No Comments,392,1.46295E+12,1.4847E+12,6eda0b6e-9ecf-4c5c-9e02-557cd1b92e9a
362947,,1.43433E+12,3000019,Weighbridge Cann River West,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,STEVE CREEK TRACK,18,NORTHWEST,446581.528,CANN RIVER,EAST GIPPSLAND,EASTERN,69C7,-37.56707,149.10832,WEIGHBRIDGE,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,SPRAYED SEAL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,POOR,POOR,NO SHADE,NO SHADE,NO SHADE,NO SHADE,GOOD,NONE,NONE,NO,NO,No Comments,0,0,4,,,600,No Comments,NO,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,Site Used Primarily As A Weighbridge,393,1.46295E+12,1.4847E+12,c6b3c98b-da01-4968-8bbf-540cdd229f25
362948,,1.43433E+12,3000020,Winnots Creek,MONARO HIGHWAY,NORTHBOUND,MONARO HIGHWAY,MONARO HIGHWAY,2760,F,AH,B23,FIDDLERS GREEN TRACK,6449,EAST,40661.39,CHANDLERS CREEK,EAST GIPPSLAND,EASTERN,69F2,-37.25028,149.25154,CARS ONLY,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,VEGETATION,20m,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,GOOD,GOOD,TREES,TREES,SOME SHADE,AFTERNOON,NONE,NONE,NONE,NO,NO,Bin Needs To Be Replaced,10,5,0,,,360,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,UNSAFE,UNSAFE,UNSAFE,UNSAFE,GOOD,NO SIGNS,MINIMAL,Approach Is On A Bend,PLEASANT,None,Very Old And Rundown,No Comments,394,1.46295E+12,1.4847E+12,a0f630d1-3b8f-4c83-8868-d84ad8949ee6
362949,,1.43433E+12,3000021,Flat Rock Creek,MONARO HIGHWAY,NORTHBOUND,MONARO HIGHWAY,MONARO HIGHWAY,2760,F,AH,B23,FIDDLERS GREEN TRACK,1757,EAST,35969.388,CHANDLERS CREEK,EAST GIPPSLAND,EASTERN,6.90E+03,-37.28241,149.22237,CARS AND TRUCKS,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NOT ASSESSED,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Facilities At Site,4,1,1,,,150,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,395,1.46295E+12,1.4847E+12,9c724cde-7edc-4edb-932e-105c94a88793
362950,,1.43433E+12,3000022,Coopracambra National Park,MONARO HIGHWAY,SOUTHBOUND,MONARO HIGHWAY,MONARO HIGHWAY,2760,F,AH,B23,WB LINE,27,NORTHEAST,28765.068,CHANDLERS CREEK,EAST GIPPSLAND,EASTERN,6.90E+04,-37.34196,149.20668,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,VEGETATION,100m,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,6,3,0,,,150,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,UNSAFE,UNSAFE,UNSAFE,UNSAFE,POOR,NO SIGNS,MINIMAL,Approach Is On A Bend,SCENIC,WATERFALL,Very Old And Rundown,Wooden Bridge Leading To Site,396,1.46295E+12,1.4847E+12,00b54f5b-9481-4346-a84e-af97935a976e
362951,,1.43441E+12,3000023,,PRINCES HIGHWAY EAST,WESTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,CEMETERY SOUTH TRACK,854,EAST,453805.931,CANN RIVER,EAST GIPPSLAND,EASTERN,69D7,-37.56713,149.18408,TRUCK PARKING BAY,TRUCK INFORMAL REST AREA,NOT ASSESSED,BEND HILL,100,VEGETATION,100m,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,POOR,POOR,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,POOR,NONE,NO,NO,No Comments,20,10,2,,,550,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,Easy In And Out,UNINVITING,None,No Comments,Site Used For Roadbase Stockpile,397,1.46295E+12,1.4847E+12,99294e39-436b-41af-8c9f-cf56c92987cc
362952,,1.43441E+12,3000024,Thurra River,PRINCES HIGHWAY EAST,EASTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,DRUMMER TRACK,131,EAST,462252.771,NOORINBEE,EAST GIPPSLAND,EASTERN,69F7,-37.56888,149.27272,PICNIC AREA,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,VEGETATION,200m,GRAVEL,GOOD,NONE,GOOD,NONE,Not Assessed,EXCELLENT,EXCELLENT,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,POOR,GOOD,NONE,NO,NO,New Toilets Not Being Maintained,20,10,0,,,700,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,EXCELLENT,NO SIGNS,MINIMAL,Well Signed And Easy To See Approach,SCENIC,RAINFOREST,New Toilets Need Cleaning And Repair,No Comments,398,1.46295E+12,1.4847E+12,3637c446-d5cb-4bce-8fbe-8e84be1e7e34
362953,,1.43441E+12,3000025,,PRINCES HIGHWAY EAST,EASTBOUND,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,2510,F,AH,A1,MUELLER ROAD,572,SOUTHWEST,465344.62,NOORINBEE,EAST GIPPSLAND,EASTERN,69F7,-37.57514,149.30612,CARS AND TRUCKS,MINOR,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,POOR,POOR,POOR,POOR,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,Bins Have Been Removed,20,10,2,,,1200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,399,1.46295E+12,1.4847E+12,b4de43bb-1a45-4940-875f-93892754e44c
